Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,North Macedonia,MKD,..,8047,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Norway,NOR,233500,320753,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Oman,OMN,12300,22322,46816,47126,56544,61956,71293,76672,79436,19013,18219,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Pakistan,PAK,66100,63956,61820,57956,65749,70005,51019,48542,49749,27903.88,36260.96,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Panama,PAN,5400,25225,135428,132689.724774874,137955,143126,112742,111583,110042,32578,71789,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Papua New Guinea,PNG,62400,27512,30012,34068,51680,48892,53696,41173,54328,36664,34007,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Paraguay,PRY,6100,7556,6408,5496,4116,3864,3454,10160,8090,1747,1917,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Peru,PER,22100,29387,115817.396352206,117800,129786,129880,130792,141025.363,141311,42395.999,70558,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Philippines,PHL,70100,44547,200532,287460,325859,345482,273159,292450,320569,88024,71556,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Poland,POL,28600,52371,83336,77094,68326,84075,106424,123903,131419,48381,60781,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Portugal,PRT,45000,112462,158096,157702,160003,154448,170444,182753,186711,73742.363,97777,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Qatar,QAT,10900,26652,139869,151703,170582,200927,194389,197811,207143,127046,156726,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Romania,ROU,22000,23298,43956,42249.8,45596,46733,52063,55637,58509,22125,30789,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Russian Federation,RUS,..,314621,678071,747804,767043,746446,815708,885094,940499,623201,825994,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Rwanda,RWA,500,..,11532,12096,3205,4314,18134,19133,19419,8494.839,9412.931,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Samoa,WSM,..,10877,..,9144,11759,13805,6098,6848,6220,1352,993,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sao Tome and Principe,STP,700,1135,..,..,..,..,..,466,468,366,524,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Saudi Arabia,SAU,92700,108981,216636,232908,236468,256635,270924,267295,317209,144771,219247,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Senegal,SEN,3500,2415,5808,4044,3656,582,1087,5817,10215,4377,6285.619,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Serbia,SRB,..,..,18156,28944,31304,31958,29705,28160,30964,12773,17412,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Seychelles,SYC,15800,18966,14592,14556,17124,19178,20539,18671,18704,8477,8802,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sierra Leone,SLE,500,202,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Singapore,SGP,30500,71042,165239.07,183398.557600256,181563,207203,203615,208787,215014,64267,56482,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Slovak Republic,SVK,..,2421,1824,721.068,70,85,51,..,..,30,72,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Slovenia,SVN,..,12082,17212,16557,17931,17825,18488,18444,16717,3289,854,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Solomon Islands,SLB,11100,11481,11352,11532,13107,13711,14365,14365,11094,6680.904,5488.635,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Somalia,SOM,1600,..,3540,3444,..,98,98,995,1060,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,South Africa,ZAF,84000,110392,184763,199600.522813668,209734,212865,216275,234156,248747,88578.633,126160.109,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Spain,ESP,244700,485856,465558.909,486353.8,534895,566775,579842,641097,677578.545,261972.271,381188.363,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sri Lanka,LKA,7900,5206,32636.4,37517,37598,40711,41012,34425,33050,10045,11210,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sudan,SDN,9100,7753,9432,6852,6021,3165,5831,3178,3116,2261,15413,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Suriname,SUR,2100,2169,3420,2796,2995,3309,3385,3225,2668,2743,373,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sweden,SWE,208000,247707,696120,686943,667747,649749,595624,577408,560422.19,168010.186,293982.859,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Switzerland,CHE,152100,289031,266128,263267,250094,229530,216436,219782,225755,81283.2,96369.999,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Syrian Arab Republic,SYR,11200,13959,5424,5424,168,170,165,167.753530166881,173,2659,5705,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tajikistan,TJK,..,3953,6263,7985,6884,6472,4135,4021,4283,2530,1137.726,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tanzania,TZA,7500,5973,27625.772,31106.181,35374,27422,47741,90017,91864,42693,54741,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Thailand,THA,69500,101591,298450,338053.981662592,392664,413880,448477,475886.496,483580,224142.333,119077,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Togo,TGO,500,1518,11484,10599.370360014,9947,10725,10485,11559,11931,6191,11293,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tonga,TON,4300,3814,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Trinidad and Tobago,TTO,21500,25982,36564,36216,35127,29892,32589,33475,35175,12546,11513,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tunisia,TUN,12900,19907,48804,60419,35540,38631,39856,41446,36763,14170,17557,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Turkiye,TUR,44200,119945,568212.396628194,628104,706067,743673,742260,772925.545,742503,364856.074,534041.09,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Turkmenistan,TKM,..,21858,12871.0166080453,6068.32,8548,12890,16843,18184,17075,9671.143,6510.885,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Uganda,UGA,2000,263,8616,6864,2332,3828,1953,3777,3417.3,675,1356,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Ukraine,UKR,..,27973,58474.09,47927.4,45688,55261,63315,66712,62113.332,20436,33922,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,United Arab Emirates,ARE,18800,48330,327076,352224,437638,463947,459137,455956,426157.272,185260,234612,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,United Kingdom,GBR,670700,876158,1052640,1064175.7,1104117,1180312,1182696,1242985,1061464,303493,289731,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,United States,USA,6848600,8820878,9745498,9556324,9498668,9640591,9639096,9880509,10099031,6175504,8005775,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Uruguay,URY,5000,10852,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Uzbekistan,UZB,..,30075,23962,23149,22579,21486,21730,21514,25300,7424,14343,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Vanuatu,VUT,300,1402,12144,10848,10425,9037,12287,11723,13866,9641,8552,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,"Venezuela, RB",VEN,82000,138500,92813,90235,73509,64058,43138,22447,16027,3859,3017,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Viet Nam,VNM,1800,28999,149527.817,167386.363,205217,248580,264548,283787,332029,212297,117353,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,"Yemen, Rep.",YEM,14100,14608,16932,16056,5126,4538,1669,2342,..,560,560,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Zambia,ZMB,6500,6118,7997,8050,11130,8094,9020,1241,1298,777.3744,7071.541,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Zimbabwe,ZWE,10300,13603,27684,3730,4145,4231,3444,3444,..,3450,1732.788,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Africa Eastern and Southern,AFE,232100,282913,548834.772,534810.303494447,556341,562927,630147,705127.484622134,717795.3,286064.1974,399895.848,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Africa Western and Central,AFW,85000,71122,155038,145526.823309353,164614,157788,151203,157126.726523888,158874.79,92611.349,134532.013,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Arab World,ARB,354400,470300,1222183.5,1289638.76744056,1375862,1476812,1503553.38,1539592.75353017,1599362.272,664879.575,920600.238,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Caribbean small states,CSS,126300,138632,198637,252495,247773,245933,250510,242734.92913874,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Central Europe and the Baltics,CEB,129000,220821,407489,414473.868,420199,436849,484988,549291,566402,235446.363,275557,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Early-demographic dividend,EAR,1603200,2077309,4574583.4635518,4976915.63345596,5220321,5700375,5886141.088,6219620.0608852,6098318,2897143.22,3558135.85,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,East Asia & Pacific,EAS,1819300,2884999,7391410.0459955,8025736.2493602,8575632,9231486,9792841.59,10258516.8414897,10575048,6395637.389,6315893.499,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,East Asia & Pacific (excluding high income),EAP,804100,1215806,4868207.3179955,5435979.69175995,5872462,6431220,6919472.67,7387203.84148969,7629160,4901478.069,4732454.516,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,East Asia & Pacific (IDA & IBRD countries),TEA,798300,1214474,4864727.3179955,5436093.35151098,5872686,6431560,6919854.67,7387754.84148969,7629985,4901769.069,4732700.188,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Euro area,EMU,1807500,3614849,4127753.909,4154277.39764928,4289208,4468338,4479927,4558126.9394902,4854409.543,1926787.837,2371950.535,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Europe & Central Asia,ECS,..,6236642,7995554.41223624,8165780.34464928,8426406,8693238,8799738,9059612.7870813,9217856.065,3825022.622,4864895.695,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Europe & Central Asia (excluding high income),ECA,..,585153,1519945.50323624,1654043.72,1759692,1797519,1893325,1966459.545,2023942.332,1138030.126,1545075.302,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Europe & Central Asia (IDA & IBRD countries),TEC,..,677777,1671542.50323624,1798548.52,1898797,1954498,2078621,2173188.545,2241581.332,1221374.126,1652627.302,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,European Union,EUU,2235100,4149031,5145234.909,5170163.19764928,5291624,5468736,5481436,5608067.9394902,5900296.733,2301206.386,2915300.394,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Fragile and conflict affected situations,FCS,335600,356575,556736.09,533306.452630117,523455,528016,536379.38,544673.444543741,545738.122,283689.118,371452.766,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Heavily indebted poor countries (HIPC),HPC,178500,143612,329263.772,346254.152913158,345543,341547,383488,410069,417461.09,215962.9134,325159.145,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,High income,HIC,11849900,17684797,21279636.9738634,21285697.9070244,21637313,22229772,22383177.92,22651321.2083547,23040760.5881284,11556778.698,14404471.136,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IBRD only,IBD,2425700,4148562,10496591.6930701,11317875.6525883,11937275,12649088,13378206.138,14197179.0771387,14540298.9151284,8219693.701,9295962.176,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IDA & IBRD total,IBT,2909000,4634347,11372493.9083087,12224523.2565784,12861795,13594565,14403021.138,15276297.0063046,15584884.0051284,8751517.8654,9946993.382,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IDA blend,IDB,210600,259610,338572,313928.452949339,346813,346480,341414,368667.211146022,379693.79,177096.229,225937.142,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IDA only,IDX,272700,226175,537330.215238617,592719.151040793,577707,598997,683401,710450.718019853,664891.3,354727.9354,425094.064,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,IDA total,IDA,483300,485785,875902.215238617,906647.603990131,924520,945477,1024815,1079117.92916587,1044585.09,531824.1644,651031.206,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Late-demographic dividend,LTE,1377800,2828120,7908184.58275688,8471671.02738129,9025937,9501394,10149322.67,10693202.0705911,11156939.272,6567899.014,7303348.38,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Latin America & Caribbean,LCN,1231900,1838871,2732986.41507694,2840587.99664724,2898758,2826420,2748629,2805821.29213874,2826537.58312836,1285637.062,1797138.537,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Latin America & Caribbean (excluding high income),LAC,996500,1456463,2253790.41507694,2357197.27187237,2447053,2383083,2361676,2422241.32586535,2450088,1130964.27,1585996.853,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Latin America & the Caribbean (IDA & IBRD countries),TLA,1192900,1795191,2675506.41507694,2771753.99664724,2832631,2757267,2685336,2740715.29213874,2771658.58312836,1252229.27,1769289.853,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Least developed countries: UN classification,LDC,209000,168933,435901.815238617,446268.151040793,417135,432752,524431,586506.964489686,538357.3,301278.9354,349696.37,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Low & middle income,LMY,2652000,4185361,10788068.9083087,11650792.0720525,12319764,13043884,13873144.138,14731872.0400312,15026145.422,8538140.8654,9647100.71,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Low income,LIC,114800,111103,209546,208291.310289755,181611,186418,208832,200417.753530167,204534.3,115158.539,164384.117,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Lower middle income,LMC,728400,901969,2305337.62223862,2469704.22190783,2597293,2870331,3056451.088,3320939.53863571,3347995.122,1600171.7574,1828649.122,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Middle East & North Africa,MEA,415100,613217,1427157.5,1501061.14161639,1561886,1691849,1780821.468,1812409.75353017,1844219.272,811860.46,1087594.114,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Middle East & North Africa (excluding high income),MNA,223400,296322,556102.5,571311.141616393,510478,556552,624693.468,636327.753530167,637401,282665.37,380154.114,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Middle East & North Africa (IDA & IBRD countries),TMN,223400,296322,556102.5,571311.141616393,510478,556552,624693.468,636327.753530167,637401,282665.37,380154.114,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Middle income,MIC,2537200,4074258,10578522.9083087,11442500.7617628,12138153,12857466,13664312.138,14531454.2865011,14821611.122,8422982.3264,9482716.593,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,North America,NAC,7195400,9784346,11008795.3368634,10846743,10820701,11000033,11082914,11130969,11315014,6687141,8576845.076,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,OECD members,OED,11832500,17624505,21039809.2984916,21081416.3676493,21455548,22020267,22182317.92,22460256.7870813,22822190.733,11609007.87,14702405.542,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Other small states,OSS,120400,..,356192,..,427339,472428,..,463611.302591099,439983,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Pacific island small states,PSS,45400,87674,35340,51276,55485,58321,62670,65342,64745,34128.644,26870.421,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Post-demographic dividend,PST,11438000,16933507,19289671.0638634,19202136.9872495,19396035,19781310,19856333.92,20014360.9057636,20337590.6481284,10438219.906,12898826.452,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Pre-demographic dividend,PRE,148400,134784,368447.772,355316.603990131,376858,353162,404599.38,474721.211146022,486296.09,192897.4234,291021.164,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Small states,SST,292100,411009,590169,697384,730597,776682,772097,771688.231729839,755141.583128356,..,..,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,South Asia,SAS,245300,296548,900742.4,966479.12,1026248,1173973,1313166,1476056.363,1427588,714804.484,877794.064,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,South Asia (IDA & IBRD),TSA,245300,296548,900742.4,966479.12,1026248,1173973,1313166,1476056.363,1427588,714804.484,877794.064,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sub-Saharan Africa,SSF,317100,354035,703872.772,680337.126803799,720955,720715,781350,862254.211146022,876670.09,378675.5464,534427.861,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sub-Saharan Africa (excluding high income),SSA,301300,335069,689280.772,665781.126803799,703831,701537,760811,843583.211146022,857966.09,370198.5464,525625.861,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Sub-Saharan Africa (IDA & IBRD countries),TSS,317100,354035,703872.772,680337.126803799,720955,720715,781350,862254.211146022,876670.09,378675.5464,534427.861,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Upper middle income,UMC,1808800,3172289,8273185.28607006,8972796.53985492,9540860,9987135,10607861.05,11210514.7478653,11473616,6822810.569,7654067.471,..
"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,World,WLD,14583900,22008658,32160518.8821721,33026724.9790769,34030586,35337714,36299460.058,37405640.2483859,38082933.0101284,20098778.5634,24054588.846,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/19/2023,,,,,,,,,,,,,,,
